Artist_ID,Name,Genres,Popularity
5ifmtTvKK5Pfk6K1b0eHZm,Kush Jones,"footwork, modern jungle",17
3p0aq3vKGFP6N7rDc0UhJC,Kessler,"experimental club, modern jungle",21
76YrQ1DtiiJ5MFbIIWLOSq,Sempra,modern jungle,21
1nB5SyBxZpy6ZhBOhjOkhw,Fixate,"halftime dnb, jungle",22
6E3i14HLHEfLnlJjKXoKxT,Ram Trilogy,"drum and bass, jump up, jungle, neurofunk",21
5mGDaDOTwTK4DLO9KDaOgS,GOLD Dubs,"jungle, ragga jungle",23
1uztVQIpuMEDtDTBoEECOX,Danny Breaks,jungle,17
0HppexjD0LVIVJ1NXOIdaa,Brian Brainstorm,"german dnb, jungle, ragga jungle",24
65g8RO3JqCUTigI7YR3dAw,Grooverider,"drum and bass, jungle",22
7HuGtUW71ocVHeaeasyFlB,Liondub,ragga jungle,20
3DyNrfbjNdST3C9fjeocIx,Marvellous Cain,"jungle, ragga jungle",20
4KN0iErMlUwVpVZ0Vz7nig,Stekker,modern jungle,17
6Yj4KzTFxItt3bGK9DuX4O,Dwarde,modern jungle,16
7Kmqpu1E2yI5ijuB1dcNTg,Majistrate,"jump up, jungle",23
0QcfgyqCD1uUlFO2IFyYaB,David Boomah,"jungle, ragga jungle",22
0zGi6sZ2ygpWlVgh96Rk7J,K Jah,"jungle, ragga jungle, uk dnb",22
5ihLdJPtkczDQGJitNiWcG,Conquering Lion,ragga jungle,22
56L8IWLGA2CN4K09ZCt4Fx,Micky Finn,jungle,22
4TpaRMxJFAVHyLunW3UvwW,Mooncat,ragga jungle,23
3NxpC1snwKVakSDm2hLNsI,Manix,"hardcore breaks, hardcore techno, jungle",21
7MZwR2R0H1VofTGWMziqHl,Amy Dabbs,modern jungle,19
6Vya9cujyDikgMmgOo1DRD,Eusebeia,modern jungle,16
4sfyiyghqWqsJa7eEfU1XV,Steppa Style,ragga jungle,22
2Zy9Ltp7QvckFHwk09KaYR,2 Bad Mice,"hardcore breaks, hardcore techno, jungle",18
1EKZ8G8paqscrKD9uZMOor,Origin One,ragga jungle,15
3tELV0yYAVL2YapPUThKJ1,THUGWIDOW,"atmospheric dnb, modern jungle",14
1DMvj4SEEjbBdszYfv2yoY,Kursiva,ragga jungle,22
5jTjgHoQanj6Mo3vNJk66S,D'Cruze,"hardcore techno, jungle",17
21Aem8hDHs3usVGjbraVvc,Critical Impact,"deep dnb, jump up, jungle",21
6mkmQWYJRNw07qnQGI2bIN,Nicky Blackmarket,"jungle, ragga jungle",21
34BsYkwksRwsEikxJWx106,Krome and Time,"hardcore breaks, hardcore techno, jungle",19
1jR7PWJW17d3h2kEUqW0Tu,FFF,"breakcore, breaks, modern jungle",16
7BVU0VCeUMAa18zDX5mOyh,Sonz Of A Loop Da Loop Era,"hardcore techno, jungle, rave",20
4hgw5QFlcP98MQ6KJesQoh,Future Cut,"drum and bass, drumfunk, jungle, neurofunk",18
1aBrioyEz42t6dEJacuv4K,Hidden Agenda,"drumfunk, jungle",14
5Cs0SJYrr8XUtlZWtkoian,Loxy,"drumfunk, jungle, minimal dnb",17
2uRmCljWIC6Xrk3uYXS2TZ,Demolition Man,"jungle, ragga jungle",19
0Sgo1SIN7qc7fDw7v14IDm,DJ Cosworth,modern jungle,19
0Eq6NSKwvvAIofPjhqJwAj,Run Tingz Cru,"jungle, ragga jungle",21
4yBmmyiAkD8Q12jTwUWmUR,Fleck,ragga jungle,19
0MgahdBy1vfsp1loFoGIAm,Rufige Kru,jungle,16
2hYpValf1CqAXARpTMhDqd,Marcus Visionary,"jungle, ragga jungle",18
4iTe4cVejrjgGipSNujZgG,Dead Man's Chest,modern jungle,15
0N1AChd9JXrtoczyW8PzZM,Deep blue,jungle,15
6rhLeedUsoFpYPcoOJWAVd,Navigator,ragga jungle,18
3nSoRsmuY21MhKOJRSY325,DJ Randall,jungle,18
6hCo4lPE8hHJydoluW7luI,DJ Ss,"drum and bass, hardcore breaks, jump up, jungle, ragga jungle",18
2lVqmVhV77js7wdmzUVdyB,Stones Taro,"japanese electronic, japanese house, modern jungle",18
7HnSiODcobFDPsGv3OP9R7,Veak,"jump up, jungle, ragga jungle",17
1yJkKFH5pD56kG4ryEWk2H,Twisted Individual,"drum and bass, jump up, ragga jungle",17
1xk9s7mLDJ5qNhZ3Q2XeGx,Heist,"jump up, jungle",17
5iRWSGybkEYS5oLrTGZUzv,4Corners Crew,ragga jungle,14
0Hml1eaqPJFxqBgTst5jJi,Rahmanee,ragga jungle,20
5Uhy5m7C7k0TaJsDy6yQNg,Mani Festo,"experimental club, modern jungle",16
2vTylPga7qiTFjmDFBxofA,Acen,"hardcore breaks, hardcore techno, jungle, rave",15
4S2udpRV9DTZ2PimP7VzL0,Moving Fusion,"drum and bass, jump up, jungle, neurofunk",15
1Egh1w8V0dPFuj9HsREka3,Jonny Faith,modern jungle,15
2LtwY1FwTKv3Ox8h8oFGLa,Igit,"electro-pop francais, ragga jungle",20
1h8d2HerllcaFbwOOCujVJ,T-Menace,"jungle, raggatek",20
1y1C3Fzvy0d4xCGTZLZzKM,Jacky Murda,"jungle, ragga jungle",18
1ZJvhkmB8DGtY5SbMXD40t,Dead Dred,jungle,22
4fYroVBAQIpEuFho2WtbYY,Johnny Jungle,"hardcore techno, jungle, ragga jungle",14
470XJa6gVffDrBraHtrr2z,Mampi Swift,"drum and bass, jump up, jungle, neurofunk, ragga jungle",17
1LAyK2qWIRLMkdgxJBCmNQ,DJ Dextrous,jungle,13
3h3XG3dDbh5MxIFyXNepCN,Urban Shakedown,"hardcore techno, jungle",17
18vGijDYHI9NWRnZxI8B89,Comfort Zone,modern jungle,12
3eFTNcu3kCvIskNzXllI7C,Scorpio,jungle,12
3L3DtTvIVJ9yiQIOEeGCF2,Basic Rhythm,"experimental club, modern jungle",12
3xjgwYjiMQLSXSB8ltTfhi,Epeak,ragga jungle,19
1TUBjNYgMN8tMLPWMe7gvL,Kenny Ken,"jungle, ragga jungle",16
0kubuLkzJufVBMoZCC5v2T,Gremlinz,"drumfunk, modern jungle",11
0RTQBPcao3QGythpPmZrgQ,Desired State,jungle,11
4pApMs2qTlqTGwdHEJVeS4,The House Crew,"hardcore techno, jungle, rave",15
6vdXDpxsaNXsxnr1D8nwhk,Q Project,"drum and bass, jump up, jungle",14
020C1LBIvJb2xaiCuFMH97,Konflict,"darkstep, drum and bass, jump up, jungle, neurofunk",14
51DKXBpS785IgnmmdFLIRV,Fak Scratch,ragga jungle,17
6QG3r1kICfCoF6ntjwn7Dd,Fierce,"drumfunk, jungle, neurofunk",13
7JKTadBsClonW4y3s2ZUZK,Greg Packer,ragga jungle,13
1Wgq66SuPyQ092YS7OMoR9,LMajor,"breaks, modern jungle",13
6fioiOJRfc72Mr74xgToJt,Philip D Kick,"bristol electronic, modern jungle",12
0J7WyINEHrVevJGBEEa2Pw,Response,"breaks, modern jungle",11
7w6o2HAvNOSFJqkSeVRsf4,Kid Drama,"deep dnb, drumfunk, minimal dnb, modern jungle",12
0IEo8gcFe2WFGGF9L8Rmqy,Boogie Times Tribe,"hardcore techno, jungle",12
2aMY2rqVr7B8k734I1km5m,Spirit,"drumfunk, jungle",12
2FqigqUKHaU7uivDuJ3qfl,Dijeyow,ragga jungle,15
2oyVj5zi616mZj2od6LSsV,Wots My Code,jungle,10
0fK0hLAdC0LJDHiReWUAYU,Lavery,modern jungle,10
2KF1mVVVQenS4NdIscNFFm,Mr Sensi,modern jungle,10
16gfjjn0IbPiW4oVu9iNA4,Harmony,modern jungle,11
