Artist_ID,Name,Genres,Popularity
1sMcpUeV5yIQw4F4SvFqcb,FunkyStepz,uk funky,6
4CyIneTKWrwEJ49i8oovdn,Kyla,uk funky,5
6rBj32z1933rpPRp8AVpRy,Funk Butcher,uk funky,1
23qJkGGklvvckIYASu0rZ7,Pelz,uk funky,0
2vfhXINOtiVLGdcqw99lXr,Akatriel,uk funky,0
5xkKrs7UethRn8GJGLtWJw,FNG,uk funky,0
7vzoQi640fna595fArE9JD,MA1,uk funky,1
4sMEQ2Ni1rErxnvw3g7tWN,Charlean Dance,uk funky,4
3DUBlq6wXLddmng2VGNMNM,Funky Twinz,uk funky,0
09bopug6wfOfN8DF9leB46,Tadow,uk funky,0
5xkKrs7UethRn8GJGLtWJw,FNG,uk funky,0
0Dv9OdDT8JdHwC3mYr5TYq,Marcus Nasty,uk funky,1
05jaDQzrYJzwxoXLx2CFIC,Dj Seany B,uk funky,0
5sRvClhE5hienqvpMgB0WB,Smoove Kriminal,uk funky,0
4cyCAYJ2i7bt5aUogmGWNN,Egypt,uk funky,0
3ezdTUbeNGXUfeHDjm4cig,Moonshine,uk funky,0
6krzXFjyNlZJpWM52H2bxr,Major Notes,uk funky,1
1pHOU7PkUXBbAf7D5Y7BZt,Tribal Magz,"azonto, uk funky",0
4MWYawkHLevsd4ssPAX9JF,Natalie May,uk funky,3
46zGpyIKmaO7hMsuBCaUJP,Undisputed,uk funky,0
2GT5zpBjU1Osf9cbBqOIkO,Nb Funky,uk funky,0
2HTAJv0kM8OygyYC0FPb1R,Riskgo,uk funky,0
4piotdMysykYFW82NqRaLy,Fuzzy Logik,uk funky,4
76XLs3mcjzmwwHo25gD38i,Perempay & Dee,uk funky,0
4j4jfFrOlubT4HYq0xUWpe,Macca (DNB),"liquid funk, uk dnb",0
2aExbTxfxQUtg8uuG5AW83,Fingaprint,uk funky,0
5dWKoGudjZTXzbodap4QAa,Mista Bee,uk funky,0
